Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,ResultScore,ResultBand
16,1,1,0,1,1,1,3,0,3,0,1,2,0,2,3,1,0,1,0,1,4,26,Problematic use likely (structured assessment)
14,1,0,1,1,2,3,4,1,0,3,3,2,0,1,2,1,0,1,1,0,2,28,Problematic use likely (structured assessment)
15,0,3,2,1,1,1,3,2,0,1,2,2,4,3,1,0,1,1,1,1,0,28,Problematic use likely (structured assessment)
19,0,3,3,0,2,3,1,0,0,2,2,4,0,3,1,0,0,0,4,0,1,26,Problematic use likely (structured assessment)
17,0,0,3,0,0,1,3,2,1,3,2,0,4,3,3,1,1,1,1,2,0,28,Problematic use likely (structured assessment)
13,0,3,4,0,0,2,3,3,1,1,1,1,0,1,2,1,0,0,0,2,2,23,Problematic use likely (structured assessment)
16,0,1,3,1,0,1,2,3,0,0,3,2,4,0,2,0,1,0,2,0,3,25,Problematic use likely (structured assessment)
14,2,0,1,0,2,0,0,0,3,3,4,1,0,2,0,1,1,1,0,4,3,27,Problematic use likely (structured assessment)
18,1,1,4,1,1,0,2,2,2,1,0,1,4,1,0,1,0,0,0,1,0,19,At-risk (brief advice/monitor)
15,2,3,4,0,2,1,2,0,0,3,1,2,0,1,2,1,1,0,4,4,0,29,Problematic use likely (structured assessment)
17,0,3,2,1,1,0,2,2,3,2,0,2,3,3,2,0,1,0,0,0,0,25,Problematic use likely (structured assessment)
14,0,0,1,2,0,1,2,4,1,0,3,0,3,4,0,1,0,0,4,2,2,29,Problematic use likely (structured assessment)
13,0,0,2,1,1,0,0,3,4,1,0,4,1,3,1,1,1,1,0,0,0,22,Problematic use likely (structured assessment)
15,2,0,1,0,2,0,1,4,2,0,0,0,2,3,1,1,1,1,3,2,4,29,Problematic use likely (structured assessment)
16,1,0,0,1,0,3,1,0,2,1,2,0,2,2,0,1,1,0,1,4,4,26,Problematic use likely (structured assessment)
17,2,1,4,1,0,2,2,0,1,1,0,3,0,1,2,1,0,0,0,0,4,21,Problematic use likely (structured assessment)
13,2,2,0,1,0,0,2,0,0,3,4,0,1,2,2,0,0,0,2,1,3,25,Problematic use likely (structured assessment)
19,1,1,1,2,2,3,1,0,1,1,1,1,2,3,1,0,1,1,4,2,1,29,Problematic use likely (structured assessment)
17,0,3,0,2,0,0,2,4,1,3,4,0,0,2,1,1,1,1,0,1,1,27,Problematic use likely (structured assessment)
13,0,2,0,0,2,0,1,1,1,3,0,1,3,4,1,0,1,0,1,0,0,21,Problematic use likely (structured assessment)
17,0,0,2,1,1,0,0,4,0,3,1,4,0,3,3,0,1,1,4,1,1,28,Problematic use likely (structured assessment)
14,2,1,3,1,2,3,4,0,1,1,0,0,0,1,4,1,1,0,1,2,1,26,Problematic use likely (structured assessment)
14,1,0,2,0,1,2,1,3,2,1,1,1,0,4,3,1,1,0,1,2,3,28,Problematic use likely (structured assessment)
15,2,0,2,0,2,2,0,4,4,3,0,0,2,2,1,1,1,1,2,1,0,28,Problematic use likely (structured assessment)
13,2,0,0,2,1,0,3,2,0,4,2,4,2,0,3,0,0,1,0,0,1,27,Problematic use likely (structured assessment)
17,1,0,2,0,0,2,0,1,3,3,4,1,1,4,0,1,1,0,1,3,2,28,Problematic use likely (structured assessment)
18,0,0,3,1,2,0,0,2,2,2,2,3,2,3,3,0,0,0,1,1,4,28,Problematic use likely (structured assessment)
14,1,1,4,2,2,1,1,4,1,0,4,0,0,1,0,0,0,0,3,2,0,23,Problematic use likely (structured assessment)
16,0,1,4,1,1,1,3,2,0,0,3,3,0,0,0,1,1,0,1,0,1,19,At-risk (brief advice/monitor)
16,0,2,1,2,2,3,0,3,3,0,2,0,0,0,3,0,1,0,4,0,2,27,Problematic use likely (structured assessment)
14,1,1,4,1,0,0,4,0,0,1,4,0,3,1,4,1,0,1,2,1,4,29,Problematic use likely (structured assessment)
13,2,3,3,0,1,2,3,1,4,2,2,2,1,4,0,0,1,0,1,0,0,29,Problematic use likely (structured assessment)
14,0,0,1,1,2,0,0,1,1,2,2,1,3,4,3,1,1,0,0,1,1,24,Problematic use likely (structured assessment)
18,1,0,2,1,2,0,2,2,1,0,2,1,0,2,3,1,0,1,3,2,3,27,Problematic use likely (structured assessment)
16,0,1,2,0,0,1,3,1,1,2,0,3,1,0,2,0,0,0,4,2,1,22,Problematic use likely (structured assessment)
18,2,2,0,2,1,0,4,1,0,3,1,0,2,0,1,0,0,0,0,3,0,22,Problematic use likely (structured assessment)
15,0,2,0,2,2,2,2,1,0,2,1,1,2,2,0,1,0,0,4,3,0,27,Problematic use likely (structured assessment)
13,2,1,2,1,2,2,0,4,1,1,2,0,3,2,0,1,1,0,1,1,0,25,Problematic use likely (structured assessment)
17,1,2,2,0,0,0,2,2,2,3,4,1,2,2,0,0,0,0,2,1,2,26,Problematic use likely (structured assessment)
13,1,2,0,1,2,0,4,3,2,0,4,1,1,2,1,0,1,1,0,1,1,28,Problematic use likely (structured assessment)
14,0,1,1,1,1,2,0,4,2,0,1,1,4,2,1,0,1,0,1,0,3,25,Problematic use likely (structured assessment)
18,0,3,0,2,2,0,0,1,0,2,4,0,4,4,0,0,1,0,0,0,2,25,Problematic use likely (structured assessment)
18,2,0,0,0,1,3,2,0,0,1,1,3,2,2,4,1,1,1,1,3,1,29,Problematic use likely (structured assessment)
17,1,0,3,0,1,0,0,1,2,0,3,2,2,3,3,0,1,0,1,0,2,22,Problematic use likely (structured assessment)
16,1,2,4,1,2,1,0,3,1,1,0,3,2,3,0,1,1,0,2,3,1,28,Problematic use likely (structured assessment)
15,2,0,0,1,2,1,1,2,0,1,3,4,1,1,0,1,1,0,1,1,0,23,Problematic use likely (structured assessment)
18,0,2,2,0,1,0,0,1,0,0,1,2,1,3,4,1,1,0,3,1,4,25,Problematic use likely (structured assessment)
15,1,0,3,2,2,0,4,3,0,0,0,2,4,0,3,0,0,0,3,4,1,29,Problematic use likely (structured assessment)
18,1,0,4,0,1,1,1,2,2,0,0,0,2,0,3,1,0,0,1,4,4,23,Problematic use likely (structured assessment)
19,0,0,0,0,0,0,2,3,0,0,4,1,1,1,3,0,1,0,1,0,1,18,At-risk (brief advice/monitor)
17,0,0,4,1,0,2,2,1,4,1,2,2,1,4,1,0,0,1,3,1,3,29,Problematic use likely (structured assessment)
17,0,2,3,0,1,1,0,4,2,3,3,0,2,0,0,1,0,0,2,1,1,23,Problematic use likely (structured assessment)
17,1,0,3,1,1,3,1,1,3,1,0,4,0,0,0,0,0,1,1,4,0,22,Problematic use likely (structured assessment)
16,2,3,1,0,0,0,4,0,2,1,1,0,0,1,2,0,1,1,1,4,2,25,Problematic use likely (structured assessment)
19,2,2,2,0,1,1,3,0,1,1,2,3,0,0,2,0,1,1,2,4,3,29,Problematic use likely (structured assessment)
14,1,0,1,2,0,1,3,4,0,2,1,3,0,4,2,0,0,0,0,3,3,29,Problematic use likely (structured assessment)
13,1,2,0,2,0,1,1,1,0,1,1,1,1,2,3,0,0,1,3,4,2,27,Problematic use likely (structured assessment)
15,2,1,1,0,0,1,2,0,0,4,3,2,0,2,2,1,0,1,2,2,4,29,Problematic use likely (structured assessment)
13,2,0,0,1,0,2,1,1,3,4,2,3,0,1,3,1,0,1,1,0,0,26,Problematic use likely (structured assessment)
14,1,2,3,0,0,3,2,2,3,0,0,3,2,4,0,1,1,1,0,0,1,26,Problematic use likely (structured assessment)
17,0,2,1,0,0,0,4,3,3,2,2,2,1,0,1,0,0,1,2,1,3,27,Problematic use likely (structured assessment)
13,1,1,2,1,1,2,1,3,1,2,0,0,0,3,2,1,0,1,1,2,3,26,Problematic use likely (structured assessment)
14,2,0,4,1,1,0,1,2,0,3,0,2,0,2,3,0,0,0,4,1,4,26,Problematic use likely (structured assessment)
19,1,0,1,0,0,3,4,1,0,2,0,4,0,3,2,0,0,1,2,1,0,24,Problematic use likely (structured assessment)
14,0,3,1,2,1,0,4,0,0,2,1,0,3,1,2,0,1,1,1,1,2,25,Problematic use likely (structured assessment)
15,0,1,3,0,0,3,1,3,0,1,3,4,3,1,2,0,1,0,1,3,0,27,Problematic use likely (structured assessment)
15,0,1,1,0,1,1,3,2,1,1,0,3,3,1,4,0,1,0,2,4,1,29,Problematic use likely (structured assessment)
13,0,1,0,2,0,3,4,0,2,0,2,1,2,1,0,0,1,0,2,4,0,25,Problematic use likely (structured assessment)
13,1,0,3,1,1,1,3,4,1,0,1,0,3,0,2,0,0,0,2,3,2,25,Problematic use likely (structured assessment)
19,0,1,3,0,0,2,2,1,4,1,4,3,1,2,1,1,1,1,1,2,1,29,Problematic use likely (structured assessment)
18,0,3,4,0,1,3,3,4,0,4,0,0,0,2,1,0,0,0,1,1,1,24,Problematic use likely (structured assessment)
14,0,0,3,1,0,1,2,4,0,2,2,1,4,1,4,1,0,0,0,0,2,25,Problematic use likely (structured assessment)
13,0,0,4,0,0,2,2,0,1,3,0,3,2,1,0,0,1,1,3,1,4,24,Problematic use likely (structured assessment)
19,2,3,1,1,1,2,1,0,0,2,0,2,2,2,1,0,1,1,2,2,1,26,Problematic use likely (structured assessment)
15,0,2,0,1,0,2,2,2,0,0,3,0,3,3,2,1,0,0,2,2,2,27,Problematic use likely (structured assessment)
18,2,1,3,0,2,0,1,4,0,0,0,3,3,1,2,0,1,1,4,1,2,28,Problematic use likely (structured assessment)
17,0,3,4,0,0,0,1,4,1,4,1,2,3,2,0,1,1,0,2,0,4,29,Problematic use likely (structured assessment)
14,1,3,2,2,0,0,1,1,2,0,2,2,2,1,1,0,1,0,4,1,1,25,Problematic use likely (structured assessment)
15,0,0,4,0,0,1,0,1,0,0,1,2,0,0,2,0,1,1,4,0,1,14,At-risk (brief advice/monitor)
16,0,2,0,0,0,0,0,1,0,2,2,0,2,1,1,0,0,1,2,0,1,15,At-risk (brief advice/monitor)
16,2,0,0,1,2,1,0,3,0,0,0,2,0,1,0,0,0,0,1,1,0,14,At-risk (brief advice/monitor)
18,0,1,4,2,2,1,3,1,0,1,0,0,1,2,2,0,0,0,0,4,0,20,At-risk (brief advice/monitor)
15,1,0,0,2,1,3,1,0,0,1,1,1,1,3,0,1,0,1,0,0,1,18,At-risk (brief advice/monitor)
17,0,0,0,0,0,1,0,2,1,1,0,1,3,4,1,0,0,1,0,2,1,18,At-risk (brief advice/monitor)
19,0,1,4,1,0,1,2,2,2,0,1,1,2,2,1,1,1,0,1,0,1,20,At-risk (brief advice/monitor)
17,0,2,0,1,0,0,3,1,0,0,3,1,0,1,1,0,0,0,1,2,0,16,At-risk (brief advice/monitor)
13,0,2,1,0,2,0,0,3,1,0,2,0,2,0,1,1,1,1,1,0,2,19,At-risk (brief advice/monitor)
14,2,0,1,0,0,3,0,1,2,1,1,0,0,2,1,1,0,1,2,0,3,20,At-risk (brief advice/monitor)
15,0,1,4,1,0,0,4,4,2,0,0,1,1,0,0,0,0,1,2,0,1,18,At-risk (brief advice/monitor)
17,1,3,1,0,0,3,4,1,0,0,3,0,3,0,0,0,0,1,0,0,0,19,At-risk (brief advice/monitor)
13,1,1,2,0,2,1,2,1,1,1,0,0,4,0,1,0,1,0,0,0,0,16,At-risk (brief advice/monitor)
14,0,2,0,0,2,0,2,2,0,2,0,2,2,2,0,1,0,1,2,0,0,20,At-risk (brief advice/monitor)
19,0,3,1,0,1,2,0,2,0,2,2,0,3,0,0,0,1,0,3,1,0,20,At-risk (brief advice/monitor)
13,2,1,2,0,1,0,0,2,0,1,2,0,1,0,1,1,0,1,2,3,1,19,At-risk (brief advice/monitor)
15,2,0,1,1,2,0,0,0,3,1,0,0,3,0,0,1,0,0,0,2,4,19,At-risk (brief advice/monitor)
17,2,1,0,1,0,0,3,2,0,4,0,0,2,1,1,0,0,1,0,1,1,20,At-risk (brief advice/monitor)
17,0,0,3,0,0,0,3,1,2,2,0,2,3,2,0,0,0,1,2,0,0,18,At-risk (brief advice/monitor)
14,1,1,3,0,1,2,1,0,3,1,0,0,0,2,0,0,1,0,0,3,2,18,At-risk (brief advice/monitor)
17,0,2,4,2,0,0,0,0,0,3,0,0,2,0,0,0,1,0,4,1,1,16,At-risk (brief advice/monitor)
15,0,0,1,0,0,1,0,0,0,0,3,3,2,0,2,0,1,0,0,1,1,14,At-risk (brief advice/monitor)
15,1,2,2,1,0,1,0,2,1,0,2,0,0,0,2,1,1,0,2,1,0,17,At-risk (brief advice/monitor)
15,2,1,0,0,2,2,0,0,1,0,2,1,2,3,2,0,0,0,1,0,1,20,At-risk (brief advice/monitor)
15,1,3,0,1,2,0,1,0,1,2,1,1,2,0,1,0,1,0,1,0,2,20,At-risk (brief advice/monitor)
17,1,3,0,2,2,0,1,1,0,3,1,1,1,1,0,0,0,0,3,0,0,20,At-risk (brief advice/monitor)
16,0,2,3,1,1,2,2,1,0,1,1,3,1,1,3,0,0,0,0,0,0,19,At-risk (brief advice/monitor)
17,0,0,0,0,2,3,0,0,0,2,1,1,0,1,0,1,1,0,4,0,0,16,At-risk (brief advice/monitor)
16,1,1,4,2,0,3,0,0,0,1,1,1,1,1,1,0,1,0,3,3,0,20,At-risk (brief advice/monitor)
18,2,1,4,0,1,2,0,4,2,1,2,0,1,1,1,0,0,0,0,0,0,18,At-risk (brief advice/monitor)
14,2,0,3,1,1,1,0,0,0,1,3,3,1,3,1,0,0,0,0,0,0,17,At-risk (brief advice/monitor)
19,2,0,1,1,1,0,1,1,1,0,0,1,2,4,1,1,0,0,1,1,0,18,At-risk (brief advice/monitor)
16,0,1,1,0,2,0,0,0,0,2,2,0,2,0,4,1,0,1,1,1,3,20,At-risk (brief advice/monitor)
14,0,0,2,0,2,2,2,0,1,1,0,2,0,1,3,0,1,0,2,2,1,20,At-risk (brief advice/monitor)
13,2,0,1,0,0,0,0,1,3,0,2,2,1,2,0,1,1,1,3,0,0,19,At-risk (brief advice/monitor)
18,0,1,0,0,1,1,1,0,1,4,0,0,2,0,0,0,1,1,1,3,1,18,At-risk (brief advice/monitor)
19,1,1,4,0,0,0,0,1,2,2,1,1,2,2,3,0,0,1,0,2,1,20,At-risk (brief advice/monitor)
18,1,0,1,0,1,2,1,1,1,4,1,1,0,0,1,1,0,0,0,3,1,19,At-risk (brief advice/monitor)
16,2,2,3,2,0,2,2,0,1,0,0,0,2,0,1,1,0,0,1,2,1,19,At-risk (brief advice/monitor)
17,2,0,2,1,0,0,2,4,2,0,1,0,3,2,0,0,0,0,1,1,0,19,At-risk (brief advice/monitor)
18,0,0,4,1,0,0,3,0,0,0,1,1,0,2,3,0,0,0,0,3,4,18,At-risk (brief advice/monitor)
17,0,0,2,0,2,1,1,0,3,0,0,1,2,0,0,1,1,1,3,1,0,17,At-risk (brief advice/monitor)
13,2,1,3,0,0,0,1,0,2,0,2,1,3,1,1,0,1,1,2,1,0,19,At-risk (brief advice/monitor)
17,0,1,3,1,0,0,4,1,1,1,3,4,0,1,0,1,0,0,0,0,1,19,At-risk (brief advice/monitor)
14,0,2,4,0,0,0,0,1,0,4,2,1,0,0,2,0,1,0,3,3,1,20,At-risk (brief advice/monitor)
16,0,1,3,1,1,0,3,4,0,0,3,1,1,1,1,0,1,0,2,0,0,20,At-risk (brief advice/monitor)
17,1,1,4,2,1,1,1,0,3,4,0,2,0,1,0,0,0,0,0,3,0,20,At-risk (brief advice/monitor)
14,0,0,1,0,0,0,1,1,0,0,1,2,4,3,0,1,1,1,0,0,2,17,At-risk (brief advice/monitor)
16,0,0,4,0,0,0,2,2,0,1,1,0,2,0,3,0,1,0,4,0,4,20,At-risk (brief advice/monitor)
16,0,3,2,0,2,3,1,0,1,1,2,1,1,0,1,1,1,1,1,0,0,20,At-risk (brief advice/monitor)
14,0,2,0,1,1,1,3,3,1,0,0,1,0,1,0,0,1,0,0,4,1,20,At-risk (brief advice/monitor)
17,1,2,1,1,0,1,0,1,3,2,3,2,1,1,0,0,1,1,0,0,0,20,At-risk (brief advice/monitor)
19,0,0,0,0,0,0,1,4,0,4,0,0,1,3,2,0,0,1,2,2,0,20,At-risk (brief advice/monitor)
14,1,0,3,2,1,0,0,0,4,1,0,2,0,0,0,0,0,1,0,2,1,15,At-risk (brief advice/monitor)
17,0,0,4,0,1,1,0,0,2,2,2,0,2,2,2,0,1,1,0,2,0,18,At-risk (brief advice/monitor)
13,0,1,0,0,1,0,1,1,0,0,1,1,0,3,1,0,0,1,3,1,4,19,At-risk (brief advice/monitor)
19,0,2,4,1,0,3,0,2,1,0,0,2,0,3,4,0,0,1,1,0,0,20,At-risk (brief advice/monitor)
17,2,2,4,0,0,1,0,3,2,1,0,0,3,1,1,0,0,0,0,1,1,18,At-risk (brief advice/monitor)
17,1,1,4,0,0,0,2,1,3,2,2,0,3,3,0,0,0,0,0,1,0,19,At-risk (brief advice/monitor)
19,1,0,2,1,0,3,0,0,1,1,0,0,0,2,2,0,0,1,4,1,1,18,At-risk (brief advice/monitor)
18,1,0,1,1,1,3,1,1,0,3,1,1,1,1,0,1,1,0,1,0,2,20,At-risk (brief advice/monitor)
16,2,3,0,1,0,2,0,2,1,0,1,1,1,2,0,1,0,1,1,0,0,19,At-risk (brief advice/monitor)
18,1,0,4,0,1,2,0,0,2,0,2,2,0,2,0,1,0,0,4,2,1,20,At-risk (brief advice/monitor)
13,2,0,3,0,2,2,0,1,0,0,4,0,1,1,0,0,1,0,0,4,1,19,At-risk (brief advice/monitor)
16,2,0,0,0,0,0,0,1,2,1,3,0,2,1,0,0,0,1,2,1,3,19,At-risk (brief advice/monitor)
19,2,2,3,1,1,0,3,0,1,0,3,2,0,0,0,0,0,0,0,4,1,20,At-risk (brief advice/monitor)
18,2,1,0,0,0,0,2,0,0,1,0,1,1,4,2,1,0,0,0,4,0,19,At-risk (brief advice/monitor)
16,2,1,0,0,2,3,1,0,2,0,0,0,1,3,0,1,0,0,0,3,0,19,At-risk (brief advice/monitor)
17,0,3,0,1,2,0,2,0,3,0,0,4,0,1,1,0,0,0,0,0,0,17,At-risk (brief advice/monitor)
18,1,3,3,2,0,0,1,4,0,1,2,1,1,1,1,0,0,0,0,2,0,20,At-risk (brief advice/monitor)
19,0,1,3,1,0,0,0,4,1,1,0,2,1,1,2,0,0,0,1,0,4,19,At-risk (brief advice/monitor)
18,1,1,0,1,0,0,0,2,0,1,0,0,1,4,2,1,0,1,2,2,0,19,At-risk (brief advice/monitor)
19,1,1,3,1,0,1,4,2,0,3,0,0,1,1,2,0,0,0,0,1,1,19,At-risk (brief advice/monitor)
17,0,1,3,1,0,3,0,1,0,0,0,0,3,3,0,1,0,1,0,0,0,14,At-risk (brief advice/monitor)
19,0,3,2,0,1,3,0,2,2,1,0,0,0,3,0,0,1,0,1,0,3,20,At-risk (brief advice/monitor)
13,0,1,3,0,0,1,4,0,1,2,1,4,0,0,2,0,0,0,1,0,3,20,At-risk (brief advice/monitor)
19,0,2,0,0,0,1,0,0,0,2,2,3,0,0,0,1,0,1,3,1,2,18,At-risk (brief advice/monitor)
15,0,1,0,1,0,1,3,0,0,1,1,1,4,0,0,0,1,0,2,1,3,20,At-risk (brief advice/monitor)
18,1,0,0,1,0,2,0,2,0,1,1,2,3,2,0,1,1,0,0,0,3,20,At-risk (brief advice/monitor)
14,1,2,3,0,0,0,2,4,2,2,0,0,0,0,0,0,0,1,3,2,0,19,At-risk (brief advice/monitor)
16,0,1,1,2,0,0,2,3,1,1,0,1,0,2,1,1,1,0,4,0,0,20,At-risk (brief advice/monitor)
17,0,1,2,2,0,2,1,2,0,2,2,0,1,0,4,0,0,1,0,2,0,20,At-risk (brief advice/monitor)
14,1,0,0,1,0,2,0,1,0,2,0,1,1,0,4,0,0,0,0,4,1,18,At-risk (brief advice/monitor)
18,0,1,0,0,2,3,0,0,1,0,2,3,0,0,1,0,1,1,0,0,3,18,At-risk (brief advice/monitor)
18,2,0,3,2,0,0,3,2,3,0,0,1,0,0,0,1,0,1,1,1,2,19,At-risk (brief advice/monitor)
19,0,1,2,0,0,3,1,0,0,3,1,1,0,2,2,1,0,1,4,0,0,20,At-risk (brief advice/monitor)
17,2,1,2,0,2,1,0,1,3,0,3,0,1,1,0,1,0,0,1,1,0,18,At-risk (brief advice/monitor)
14,0,0,4,0,0,2,1,1,0,2,3,2,0,0,2,1,0,1,0,0,3,18,At-risk (brief advice/monitor)
15,2,1,0,0,2,1,2,1,1,1,0,2,2,0,1,0,0,0,2,0,2,20,At-risk (brief advice/monitor)
15,1,3,0,1,0,0,2,2,0,2,0,0,2,0,0,1,0,1,2,0,3,20,At-risk (brief advice/monitor)
15,1,2,0,1,1,0,4,1,1,1,0,0,4,2,0,0,0,0,1,0,1,20,At-risk (brief advice/monitor)
19,2,1,4,1,2,2,1,4,0,0,3,0,0,0,1,0,0,0,1,1,0,19,At-risk (brief advice/monitor)
19,2,1,1,1,1,0,1,1,0,2,2,0,0,2,2,1,0,0,3,0,1,20,At-risk (brief advice/monitor)
18,2,3,0,1,0,3,0,0,1,0,0,1,2,0,1,1,0,1,0,0,1,17,At-risk (brief advice/monitor)
14,0,2,0,0,0,0,1,2,0,0,4,0,0,0,4,0,1,1,0,0,2,17,At-risk (brief advice/monitor)
17,0,2,0,0,0,0,0,0,0,3,1,0,4,1,4,0,1,1,0,0,0,17,At-risk (brief advice/monitor)
18,0,0,1,0,1,0,3,0,0,0,2,4,2,2,1,1,0,0,1,3,0,20,At-risk (brief advice/monitor)
16,2,2,0,0,0,0,0,2,2,0,4,0,1,1,0,1,0,1,0,0,2,18,At-risk (brief advice/monitor)
17,0,0,1,0,1,0,1,4,0,2,2,0,0,2,3,0,0,1,0,0,4,20,At-risk (brief advice/monitor)
15,0,0,0,0,1,1,1,0,0,1,2,2,1,3,1,0,0,1,4,1,0,19,At-risk (brief advice/monitor)
18,2,2,1,0,0,1,3,0,0,0,3,0,0,0,2,0,0,0,2,1,1,17,At-risk (brief advice/monitor)
18,0,0,0,1,0,2,2,0,1,1,1,4,0,1,1,1,0,0,0,4,0,19,At-risk (brief advice/monitor)
14,2,0,1,0,0,1,0,4,3,0,0,0,1,0,3,0,1,0,1,0,1,17,At-risk (brief advice/monitor)
15,2,0,2,0,0,0,0,0,4,3,0,0,2,0,0,0,0,1,0,1,3,16,At-risk (brief advice/monitor)
19,2,0,4,0,0,3,3,0,0,0,0,3,1,2,1,1,0,1,0,1,1,19,At-risk (brief advice/monitor)
18,1,0,1,1,2,0,3,0,0,2,3,1,0,0,0,1,0,0,1,4,1,20,At-risk (brief advice/monitor)
16,1,0,1,0,1,3,2,1,2,0,2,0,0,1,0,1,0,0,0,2,0,16,At-risk (brief advice/monitor)
13,1,0,0,1,0,0,1,1,2,0,4,1,0,0,4,0,0,0,0,1,1,17,At-risk (brief advice/monitor)
16,1,3,1,0,1,0,1,1,1,1,0,0,3,1,3,0,1,1,1,0,1,20,At-risk (brief advice/monitor)
15,1,3,1,1,0,0,1,1,2,0,1,2,0,2,2,0,1,1,1,1,0,20,At-risk (brief advice/monitor)
16,0,2,2,2,0,1,2,0,0,1,1,3,1,0,1,1,0,0,3,0,1,19,At-risk (brief advice/monitor)
16,0,0,1,1,2,1,1,2,0,2,0,0,0,4,2,0,0,0,0,4,1,20,At-risk (brief advice/monitor)
14,0,3,2,1,0,1,0,0,4,0,0,4,0,2,1,0,0,1,0,0,1,18,At-risk (brief advice/monitor)
15,0,0,4,0,0,2,4,0,0,3,0,0,1,1,4,1,1,1,0,2,0,20,At-risk (brief advice/monitor)
19,0,3,4,1,1,0,1,1,0,0,4,0,2,1,0,0,0,0,1,3,1,19,At-risk (brief advice/monitor)
16,0,0,4,2,0,3,1,4,1,0,1,0,1,2,2,0,0,0,1,2,0,20,At-risk (brief advice/monitor)
18,1,2,4,0,2,0,3,0,1,0,3,1,2,0,0,1,0,1,3,0,0,20,At-risk (brief advice/monitor)
15,0,0,4,0,0,0,0,0,0,2,0,3,3,1,1,1,0,0,3,0,4,18,At-risk (brief advice/monitor)
18,1,0,1,0,1,3,4,1,1,0,0,3,1,0,4,0,0,1,0,0,0,20,At-risk (brief advice/monitor)
15,1,0,0,2,1,1,1,1,2,1,2,1,0,1,1,1,1,1,2,0,0,20,At-risk (brief advice/monitor)
16,1,0,4,0,0,0,0,1,1,1,0,3,3,0,1,0,1,1,0,1,3,17,At-risk (brief advice/monitor)
19,1,1,1,0,1,1,3,1,1,0,3,1,0,1,0,0,0,1,0,1,2,18,At-risk (brief advice/monitor)
15,1,3,4,0,0,0,2,0,0,1,1,0,0,2,2,0,0,0,1,2,3,18,At-risk (brief advice/monitor)
15,0,0,1,1,0,1,0,0,0,1,4,1,3,2,2,0,0,1,2,1,1,20,At-risk (brief advice/monitor)
17,0,0,1,1,0,0,2,1,0,4,2,0,2,2,0,1,1,1,0,1,0,18,At-risk (brief advice/monitor)
13,1,0,2,0,1,0,1,0,0,1,0,1,1,2,1,0,0,0,1,3,1,14,At-risk (brief advice/monitor)
15,1,2,4,1,0,1,0,0,1,0,1,0,2,3,0,0,0,1,0,4,3,20,At-risk (brief advice/monitor)
14,1,1,1,0,0,0,4,4,0,1,0,1,0,0,0,0,0,1,2,3,2,20,At-risk (brief advice/monitor)
15,1,0,4,1,2,2,2,0,1,0,1,0,1,3,3,0,1,0,0,2,0,20,At-risk (brief advice/monitor)
16,0,0,2,1,2,1,1,2,1,0,3,2,3,0,0,1,0,0,0,1,0,18,At-risk (brief advice/monitor)
17,0,1,0,0,1,2,1,0,1,3,3,2,3,1,0,0,0,0,1,0,1,20,At-risk (brief advice/monitor)
14,1,0,0,0,0,3,0,0,0,4,0,3,1,2,0,0,0,1,1,0,2,18,At-risk (brief advice/monitor)
14,0,2,1,0,2,0,4,0,0,1,1,4,0,1,2,1,0,1,1,0,0,20,At-risk (brief advice/monitor)
13,0,2,4,0,0,1,1,2,0,0,0,0,0,0,3,0,0,0,2,2,0,13,At-risk (brief advice/monitor)
18,0,1,2,2,1,1,0,1,0,1,1,0,1,1,2,1,1,1,0,1,4,20,At-risk (brief advice/monitor)
16,0,0,4,0,0,3,2,0,0,4,0,0,4,0,2,1,0,1,0,2,1,20,At-risk (brief advice/monitor)
19,1,0,0,1,0,0,0,2,2,3,1,1,3,0,1,0,0,0,0,0,3,18,At-risk (brief advice/monitor)
16,0,1,0,1,2,3,2,1,1,0,1,1,0,0,2,0,1,0,1,0,2,19,At-risk (brief advice/monitor)
15,1,2,1,1,1,1,1,0,0,1,2,2,1,1,2,0,0,0,0,2,1,19,At-risk (brief advice/monitor)
15,1,0,3,0,0,1,1,1,0,2,4,1,0,1,0,0,0,0,4,3,1,20,At-risk (brief advice/monitor)
15,0,1,4,2,0,1,1,2,0,4,0,0,0,0,3,0,0,0,2,3,0,19,At-risk (brief advice/monitor)
19,1,1,1,2,0,1,0,1,0,4,0,0,2,4,0,1,0,0,2,0,1,20,At-risk (brief advice/monitor)
18,0,0,3,2,1,2,1,3,0,0,0,0,1,2,2,0,0,0,0,1,2,17,At-risk (brief advice/monitor)
15,0,0,0,0,1,2,3,0,0,4,1,0,2,0,1,0,1,1,3,1,0,20,At-risk (brief advice/monitor)
15,2,0,4,1,0,3,0,0,2,1,0,1,3,2,0,1,0,0,0,0,0,16,At-risk (brief advice/monitor)
16,1,1,3,1,0,0,1,4,2,0,1,0,1,1,0,1,0,0,1,0,3,18,At-risk (brief advice/monitor)
16,0,0,2,1,0,0,3,1,2,4,1,3,0,1,1,0,1,1,0,0,0,19,At-risk (brief advice/monitor)
13,0,1,0,2,0,0,0,0,3,1,0,1,4,0,1,1,1,1,2,0,1,19,At-risk (brief advice/monitor)
17,1,1,3,0,1,1,1,2,2,1,0,1,1,0,1,1,0,0,1,4,0,19,At-risk (brief advice/monitor)
